Sentence #,Word,POS,Tag
,Borussia,B-NP,B-ORG
,Moenchengladbach,I-NP,I-ORG
,1,I-NP,O
,Karlsruhe,I-NP,B-ORG
,3,I-NP,O
,"
",I-NP,O
,Stuttgart,B-VP,B-ORG
,2,B-NP,O
,Werder,I-NP,B-ORG
,Bremen,I-NP,I-ORG
,1,I-NP,O
,"
",I-NP,O
,1860,B-NP,B-ORG
,Munich,I-NP,I-ORG
,1,I-NP,O
,Borussia,I-NP,B-ORG
,Dortmund,I-NP,I-ORG
,3,I-NP,O
,"
",I-NP,O
,Bayer,B-NP,B-ORG
,Leverkusen,I-NP,I-ORG
,0,I-NP,O
,Fortuna,I-NP,B-ORG
,Duesseldorf,I-NP,I-ORG
,1,I-NP,O
,"
",I-NP,O
,Freiburg,B-VP,B-ORG
,1,B-NP,O
,Cologne,I-NP,B-ORG
,3,I-NP,O
,"
",I-NP,O
,Played,B-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,:,O,O
,"
",O,O
,St,B-NP,B-ORG
,Pauli,I-NP,I-ORG
,4,I-NP,O
,Schalke,I-NP,B-ORG
,4,I-NP,O
,"
",I-NP,O
,Hansa,B-NP,B-ORG
,Rostock,I-NP,I-ORG
,0,I-NP,O
,Hamburg,I-NP,B-ORG
,1,I-NP,O
,"
",I-NP,O
,Bundesliga,B-NP,B-MISC
,standings,I-NP,O
,after,B-PP,O
,Saturday,B-NP,O
,'s,B-NP,O
,games,I-NP,O
,(,O,O
,tabulate,B-NP,O
,under,B-PP,O
,"
",B-PP,O
,played,B-VP,O
,",",I-VP,O
,won,I-VP,O
,",",B-VP,O
,drawn,I-VP,O
,",",O,O
,lost,B-VP,O
,",",O,O
,goals,B-NP,O
,for,B-PP,O
,",",O,O
,goals,B-NP,O
,against,B-PP,O
,",",O,O
,points,B-VP,O
,),O,O
,:,O,O
,"
",O,O
,Cologne,B-NP,B-ORG
,3,I-NP,O
,3,I-NP,O
,0,I-NP,O
,0,I-NP,O
,7,I-NP,O
,1,I-NP,O
,9,I-NP,O
,"
",I-NP,O
,VfB,B-NP,B-ORG
,Stuttgart,I-NP,I-ORG
,2,I-NP,O
,2,I-NP,O
,0,I-NP,O
,0,I-NP,O
,6,I-NP,O
,1,I-NP,O
,6,I-NP,O
,"
",I-NP,O
,Borussia,B-NP,B-ORG
,Dortmund,I-NP,I-ORG
,3,I-NP,O
,2,I-NP,O
,0,I-NP,O
,1,I-NP,O
,9,I-NP,O
,5,I-NP,O
,6,I-NP,O
,"
",I-NP,O
,Hamburg,B-NP,B-ORG
,3,I-NP,O
,2,I-NP,O
,0,I-NP,O
,1,I-NP,O
,7,I-NP,O
,3,I-NP,O
,6,I-NP,O
,"
",I-NP,O
,Bayer,B-NP,B-ORG
,Leverkusen,I-NP,I-ORG
,3,I-NP,O
,2,I-NP,O
,0,I-NP,O
,1,I-NP,O
,7,I-NP,O
,4,I-NP,O
,6,I-NP,O
,"
",I-NP,O
,VfL,B-NP,B-ORG
,Bochum,I-NP,I-ORG
,3,I-NP,O
,1,I-NP,O
,2,I-NP,O
,0,I-NP,O
,3,I-NP,O
,2,I-NP,O
,5,I-NP,O
,"
",I-NP,O
,Karlsruhe,B-NP,B-ORG
,2,I-NP,O
,1,I-NP,O
,1,I-NP,O
,0,I-NP,O
,5,I-NP,O
,3,I-NP,O
,4,I-NP,O
,"
",I-NP,O
,Bayern,B-NP,B-ORG
,Munich,I-NP,I-ORG
,2,I-NP,O
,1,I-NP,O
,1,I-NP,O
,0,I-NP,O
,3,I-NP,O
,2,I-NP,O
,4,I-NP,O
,"
",I-NP,O
,St,B-NP,B-ORG
,Pauli,I-NP,I-ORG
,3,I-NP,O
,1,I-NP,O
,1,I-NP,O
,1,I-NP,O
,7,I-NP,O
,7,I-NP,O
,4,I-NP,O
,"
",I-NP,O
,1860,B-NP,B-ORG
,Munich,I-NP,I-ORG
,3,I-NP,O
,1,I-NP,O
,0,I-NP,O
,2,I-NP,O
,3,I-NP,O
,5,I-NP,O
,3,I-NP,O
,"
",I-NP,O
,Freiburg,B-VP,B-ORG
,3,B-NP,O
,1,I-NP,O
,0,I-NP,O
,2,I-NP,O
,5,I-NP,O
,10,I-NP,O
,3,I-NP,O
,"
",I-NP,O
,Fortuna,B-NP,B-ORG
,Duesseldorf,I-NP,I-ORG
,3,I-NP,O
,1,I-NP,O
,0,I-NP,O
,2,I-NP,O
,1,I-NP,O
,7,I-NP,O
,3,I-NP,O
,"
",I-NP,O
,Hansa,B-NP,B-ORG
,Rostock,I-NP,I-ORG
,3,I-NP,O
,0,I-NP,O
,2,I-NP,O
,1,I-NP,O
,3,I-NP,O
,4,I-NP,O
,2,I-NP,O
,"
",I-NP,O
,Arminia,B-NP,B-ORG
,Bielefeld,I-NP,I-ORG
,3,I-NP,O
,0,I-NP,O
,2,I-NP,O
,1,I-NP,O
,2,I-NP,O
,3,I-NP,O
,2,I-NP,O
,"
",I-NP,O
,Borussia,B-NP,B-ORG
,Moenchengladbach,I-NP,I-ORG
,3,I-NP,O
,0,I-NP,O
,2,I-NP,O
,1,I-NP,O
,1,I-NP,O
,3,I-NP,O
,2,I-NP,O
,"
",I-NP,O
,Schalke,B-NP,B-ORG
,3,I-NP,O
,0,I-NP,O
,2,I-NP,O
,1,I-NP,O
,4,I-NP,O
,8,I-NP,O
,2,I-NP,O
,"
",I-NP,O
,Werder,B-NP,B-ORG
,Bremen,I-NP,I-ORG
,3,I-NP,O
,0,I-NP,O
,1,I-NP,O
,2,I-NP,O
,4,I-NP,O
,6,I-NP,O
,1,I-NP,O
,"
",I-NP,O
,MSV,B-NP,B-ORG
,Duisburg,I-NP,I-ORG
,2,I-NP,O
,0,I-NP,O
,0,I-NP,O
,2,I-NP,O
,1,I-NP,O
,4,I-NP,O
,0,I-NP,O
,"
",I-NP,O
,"
",-X-,O
,SOCCER,B-NP,O
Sentence :2007,-,B-NP,O
,AUSTRIA,B-NP,B-LOC
,FIRST,I-NP,O
,DIVISION,I-NP,O
,RESULTS,I-NP,O
,/,O,O
,STANDINGS,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,VIENNA,B-NP,B-LOC
,1996-08-24,I-NP,O
,"
",I-NP,O
,Results,B-NP,O
,of,B-PP,O
,Austria,B-NP,B-LOC
,first,I-NP,O
,division,I-NP,O
,"
",I-NP,O
,soccer,B-NP,O
,matches,I-NP,O
,played,B-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,:,O,O
,"
",O,O
,Rapid,B-NP,B-ORG
,Vienna,I-NP,I-ORG
,0,I-NP,O
,FC,I-NP,B-ORG
,Linz,I-NP,I-ORG
,0,I-NP,O
,"
",I-NP,O
,GAK,B-NP,B-ORG
,2,I-NP,O
,Austria,I-NP,B-ORG
,Vienna,I-NP,I-ORG
,2,I-NP,O
,"
",I-NP,O
,Admira,B-NP,B-ORG
,/,O,I-ORG
,Wacker,B-NP,I-ORG
,0,I-NP,O
,Sturm,I-NP,B-ORG
,Graz,I-NP,I-ORG
,3,I-NP,O
,"
",I-NP,O
,Linzer,B-NP,B-ORG
,ASK,I-NP,I-ORG
,1,I-NP,O
,FC,I-NP,B-ORG
,Tirol,I-NP,I-ORG
,Innsbruck,I-NP,I-ORG
,3,I-NP,O
,"
",I-NP,O
,Standings,B-NP,O
,(,O,O
,tabulated,B-VP,O
,under,B-PP,O
,played,B-NP,O
,",",O,O
,won,B-VP,O
,",",B-VP,O
,drawn,I-VP,O
,",",O,O
,lost,B-VP,O
,",",O,O
,goals,B-NP,O
,"
",B-NP,O
,for,B-PP,O
,",",O,O
,against,B-ADVP,O
,",",O,O
,points,B-VP,O
,),O,O
,:,O,O
,"
",O,O
,FC,B-NP,B-ORG
,Tirol,I-NP,I-ORG
,Innsbruck,I-NP,I-ORG
,6,I-NP,O
,4,I-NP,O
,2,I-NP,O
,0,I-NP,O
,13,I-NP,O
,5,I-NP,O
,14,I-NP,O
,"
",I-NP,O
,Austria,B-NP,B-ORG
,Vienna,I-NP,I-ORG
,6,I-NP,O
,4,I-NP,O
,2,I-NP,O
,0,I-NP,O
,9,I-NP,O
,5,I-NP,O
,14,I-NP,O
,"
",I-NP,O
,SV,B-NP,B-ORG
,Salzburg,I-NP,I-ORG
,5,I-NP,O
,3,I-NP,O
,2,I-NP,O
,0,I-NP,O
,4,I-NP,O
,1,I-NP,O
,11,I-NP,O
,"
",I-NP,O
,Sturm,B-NP,B-ORG
,Graz,I-NP,I-ORG
,6,I-NP,O
,2,I-NP,O
,3,I-NP,O
,1,I-NP,O
,8,I-NP,O
,5,I-NP,O
,9,I-NP,O
,"
",I-NP,O
,GAK,B-NP,B-ORG
,6,I-NP,O
,1,I-NP,O
,3,I-NP,O
,2,I-NP,O
,8,I-NP,O
,10,I-NP,O
,6,I-NP,O
,"
",I-NP,O
,Rapid,B-NP,B-ORG
,Wien,I-NP,I-ORG
,5,I-NP,O
,0,I-NP,O
,5,I-NP,O
,0,I-NP,O
,3,I-NP,O
,3,I-NP,O
,5,I-NP,O
,"
",I-NP,O
,SV,B-NP,B-ORG
,Ried,I-NP,I-ORG
,5,I-NP,O
,1,I-NP,O
,1,I-NP,O
,3,I-NP,O
,6,I-NP,O
,5,I-NP,O
,4,I-NP,O
,"
",I-NP,O
,Linzer,B-NP,B-ORG
,ASK,I-NP,I-ORG
,5,I-NP,O
,0,I-NP,O
,3,I-NP,O
,2,I-NP,O
,4,I-NP,O
,8,I-NP,O
,3,I-NP,O
,"
",I-NP,O
,Admira,B-NP,B-ORG
,/,O,I-ORG
,Wacker,B-NP,I-ORG
,6,I-NP,O
,0,I-NP,O
,3,I-NP,O
,3,I-NP,O
,5,I-NP,O
,10,I-NP,O
,3,I-NP,O
,"
",I-NP,O
,FC,B-NP,B-ORG
,Linz,I-NP,I-ORG
,6,I-NP,O
,0,I-NP,O
,2,I-NP,O
,4,I-NP,O
,1,I-NP,O
,9,I-NP,O
,2,I-NP,O
,"
",I-NP,O
,"
",-X-,O
,CRICKET,B-NP,O
Sentence :2008,-,B-NP,O
,RAIN,B-NP,O
,BRINGS,I-NP,O
,PREMATURE,B-VP,O
,END,B-NP,O
,TO,B-PP,O
,SRI,B-NP,B-LOC
,LANKA,I-NP,I-LOC
,MATCH,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,COLOMBO,B-NP,B-LOC
,1996-08-24,I-NP,O
,"
",I-NP,O
,The,B-NP,O
,one-day,I-NP,O
,match,I-NP,O
,between,B-PP,O
,Sri,B-NP,B-LOC
,Lanka,I-NP,I-LOC
,and,O,O
,a,B-NP,O
,World,I-NP,B-ORG
,XI,I-NP,I-ORG
,was,B-VP,O
,abandoned,I-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,because,B-PP,O
,of,I-PP,O
,rain,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,Scores,B-NP,O
,:,O,O
,World,B-NP,B-ORG
,XI,I-NP,I-ORG
,102-0,I-NP,O
,(,O,O
,M.,B-NP,B-PER
,Waugh,I-NP,I-PER
,39,I-NP,O
,not,B-VP,O
,out,B-PRT,O
,",",O,O
,S.,B-NP,B-PER
,Tendulkar,I-NP,I-PER
,56,I-NP,O
,not,B-VP,O
,out,B-PRT,O
,),O,O
,off,B-PRT,O
,21.4,B-NP,O
,overs,I-NP,O
,v,I-NP,O
,Sri,I-NP,B-LOC
,Lanka,I-NP,I-LOC
,.,I-NP,I-LOC
,.,.,0
,"
",I-NP,I-LOC
,"
",-X-,O
,British,B-NP,B-MISC
,hostage,I-NP,O
,in,B-PP,O
,Chechnya,B-NP,B-LOC
,describes,B-VP,O
,ordeal,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,LONDON,B-NP,B-LOC
,1996-08-24,I-NP,O
,"
",I-NP,O
,A,B-NP,O
,British,I-NP,B-MISC
,aid,I-NP,O
,worker,I-NP,O
,",",O,O
,held,B-NP,O
,hostage,I-NP,O
,in,B-PP,O
,Chechnya,B-NP,B-LOC
,for,B-PP,O
,nearly,B-NP,O
,four,I-NP,O
,weeks,I-NP,O
,",",O,O
,said,B-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,a,B-NP,O
,cocked,B-VP,O
,Kalashnikov,B-NP,B-MISC
,had,B-VP,O
,been,I-VP,O
,thrust,I-VP,O
,into,B-PP,O
,his,B-NP,O
,mouth,I-NP,O
,at,B-PP,O
,one,B-NP,O
,point,I-NP,O
,during,B-PP,O
,his,B-NP,O
,ordeal,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Michael,B-NP,B-PER
,Penrose,I-NP,I-PER
,",",O,O
,a,B-NP,O
,23-year-old,I-NP,O
,worker,I-NP,O
,with,B-PP,O
,the,B-NP,O
,group,I-NP,O
,Action,I-NP,B-ORG
,Against,B-PP,I-ORG
,Hunger,B-NP,I-ORG
,",",O,O
,described,B-VP,O
,his,B-NP,O
,ordeal,I-NP,O
,to,B-PP,O
,a,B-NP,O
,news,I-NP,O
,conference,I-NP,O
,when,B-ADVP,O
,he,B-NP,O
,arrived,B-VP,O
,back,B-ADVP,O
,in,B-PP,O
,Britain,B-NP,B-LOC
,from,B-PP,O
,Moscow,B-NP,B-LOC
,.,B-NP,B-LOC
,.,.,0
,"
",B-NP,B-LOC
,"""",O,O
,The,B-NP,O
,worst,I-NP,O
,period,I-NP,O
,of,B-PP,O
,physical,B-NP,O
,manhandling,I-NP,O
,was,B-VP,O
,during,B-PP,O
,that,B-NP,O
,time,I-NP,O
,when,B-ADVP,O
,we,B-NP,O
,were,B-VP,O
,beaten,I-VP,O
,with,B-PP,O
,Kalashnikovs,B-NP,B-MISC
,and,I-NP,O
,at,B-PP,O
,one,B-NP,O
,point,I-NP,O
,I,B-NP,O
,had,B-VP,O
,a,B-NP,O
,Kalashnikov,B-NP,B-MISC
,held,B-VP,O
,to,B-PP,O
,the,B-NP,O
,back,I-NP,O
,of,B-PP,O
,my,B-NP,O
,throat,I-NP,O
Sentence :2014,--,I-NP,O
,cocked,B-VP,O
,",",O,O
,"""",O,O
,he,B-NP,O
,said,B-VP,O
,.,B-VP,O
,.,.,0
,"
",B-VP,O
,"""",O,O
,For,B-PP,O
,the,B-NP,O
,first,I-NP,O
,period,I-NP,O
,we,B-NP,O
,were,B-VP,O
,held,I-VP,O
,in,B-PP,O
,a,B-NP,O
,small,I-NP,O
,room,I-NP,O
,with,B-PP,O
,no,B-NP,O
,bed,I-NP,O
,or,I-NP,O
,anything,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,We,B-NP,O
,had,B-VP,O
,very,B-ADVP,O
,little,I-ADVP,O
,food,B-NP,O
,and,O,O
,sometimes,B-VP,O
,went,I-VP,O
,two,B-NP,O
,or,I-NP,O
,three,I-NP,O
,days,I-NP,O
,without,B-PP,O
,eating,B-VP,O
,.,B-VP,O
,.,.,0
,"""",O,O
,"
",O,O
,Gunmen,B-NP,O
,seized,B-VP,O
,Penrose,B-NP,B-PER
,",",O,O
,who,B-NP,O
,comes,B-VP,O
,from,B-PP,O
,Swerford,B-NP,B-LOC
,in,B-PP,O
,southern,B-NP,O
,England,I-NP,B-LOC
,",",O,O
,Frenchman,B-NP,B-MISC
,Frederic,I-NP,B-PER
,Malardeau,I-NP,I-PER
,and,O,O
,six,B-NP,O
,other,I-NP,O
,hostages,I-NP,O
,from,B-PP,O
,their,B-NP,O
,car,I-NP,O
,in,B-PP,O
,Grozny,B-NP,B-LOC
,",",O,O
,the,B-NP,O
,capital,I-NP,O
,of,B-PP,O
,Chechnya,B-NP,B-LOC
,",",O,O
,on,B-PP,O
,July,B-NP,O
,27,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,The,B-NP,O
,assailants,I-NP,O
,had,B-VP,O
,demanded,I-VP,O
,a,B-NP,O
,ransom,I-NP,O
,of,B-PP,O
,"300,000",B-NP,O
,pounds,I-NP,O
,(,O,O
,$,B-NP,O
,"465,000",I-NP,O
,),O,O
,but,O,O
,no,B-NP,O
,money,I-NP,O
,was,B-VP,O
,paid,I-VP,O
,by,B-PP,O
,the,B-NP,O
,charity,I-NP,O
,when,B-ADVP,O
,they,B-NP,O
,were,B-VP,O
,released,I-VP,O
,on,B-PP,O
,Wednesday,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,The,B-NP,O
,hostages,I-NP,O
,were,B-VP,O
,held,I-VP,O
,in,B-PP,O
,a,B-NP,O
,house,I-NP,O
,in,B-PP,O
,or,I-PP,O
,near,I-PP,O
,Grozny,B-NP,B-LOC
,which,B-NP,O
,was,B-VP,O
,bombarded,I-VP,O
,regularly,B-ADVP,O
,.,B-ADVP,O
,.,.,0
,"
",B-ADVP,O
,"""",O,O
,During,B-PP,O
,the,B-NP,O
,last,I-NP,O
,15,I-NP,O
,days,I-NP,O
,of,B-PP,O
,being,B-VP,O
,held,I-VP,O
,",",O,O
,the,B-NP,O
,fighting,I-NP,O
,in,B-PP,O
,Grozny,B-NP,B-LOC
,was,B-VP,O
,very,B-ADJP,O
,close,I-ADJP,O
,.,I-ADJP,O
,.,.,0
,"
",I-ADJP,O
,At,B-PP,O
,first,B-ADVP,O
,it,B-NP,O
,was,B-VP,O
,street,B-NP,O
,fighting,I-NP,O
,outside,B-PP,O
,the,B-NP,O
,house,I-NP,O
,and,O,O
,then,B-ADVP,O
,we,B-NP,O
,came,B-VP,O
,under,B-PP,O
,very,B-NP,O
,heavy,I-NP,O
,shelling,I-NP,O
,and,I-NP,O
,bombardment,I-NP,O
,from,B-PP,O
,conventional,B-NP,O
,weapons,I-NP,O
,like,B-PP,O
,tanks,B-NP,O
,",",I-NP,O
,artillery,I-NP,O
,and,I-NP,O
,grenade,I-NP,O
,launchers,I-NP,O
,",",O,O
,"""",O,O
,he,B-NP,O
,said,B-VP,O
,.,B-VP,O
,.,.,0
,"
",B-VP,O
,Penrose,B-NP,B-PER
,had,B-VP,O
,been,I-VP,O
,working,I-VP,O
,for,B-PP,O
,the,B-NP,O
,charity,I-NP,O
,which,B-NP,O
,provides,B-VP,O
,food,B-NP,O
,to,B-PP,O
,civilians,B-NP,O
,for,B-PP,O
,only,B-NP,O
,a,I-NP,O
,few,I-NP,O
,weeks,I-NP,O
,before,B-SBAR,O
,he,B-NP,O
,was,B-VP,O
,captured,I-VP,O
,.,I-VP,O
,.,.,0
,"
",I-VP,O
,When,B-ADVP,O
,asked,B-VP,O
,if,B-SBAR,O
,he,B-NP,O
,would,B-VP,O
,return,I-VP,O
,to,B-PP,O
,the,B-NP,O
,mountainous,I-NP,O
,region,I-NP,O
,where,B-ADVP,O
,rebels,B-NP,O
,have,B-VP,O
,been,I-VP,O
,fighting,I-VP,O
,Russian,B-NP,B-MISC
,troops,I-NP,O
,for,B-PP,O
,full,B-NP,O
,independence,I-NP,O
,",",O,O
,Penrose,B-NP,B-PER
,said,B-VP,O
,:,O,O
,"""",O,O
,Not,O,O
,for,B-PP,O
,the,B-NP,O
,time,I-NP,O
,being,B-VP,O
,.,B-VP,O
,.,.,0
,"
",B-VP,O
,I,B-NP,O
,do,B-VP,O
,n't,I-VP,O
,think,I-VP,O
,it,B-NP,O
,'s,B-VP,O
,safe,B-ADJP,O
,for,B-PP,O
,me,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,But,O,O
,maybe,B-ADVP,O
,in,B-PP,O
,the,B-NP,O
,future,I-NP,O
,",",O,O
,depending,B-PP,O
,on,B-PP,O
,the,B-NP,O
,circumstances,I-NP,O
,.,I-NP,O
,.,.,0
,"""",O,O
,"
",O,O
,"
",-X-,O
,Princess,B-NP,O
,Diana,I-NP,B-PER
,send,B-VP,O
,message,B-NP,O
,to,B-PP,O
,Mother,B-NP,B-PER
,Teresa,I-NP,I-PER
,.,I-NP,I-PER
,.,.,0
,"
",I-NP,I-PER
,LONDON,B-NP,B-LOC
,1996-08-24,I-NP,O
,"
",I-NP,O
,Britain,B-NP,B-LOC
,'s,B-NP,O
,Princess,I-NP,O
,Diana,I-NP,B-PER
,has,B-VP,O
,sent,I-VP,O
,a,B-NP,O
,message,I-NP,O
,to,B-VP,O
,seriously,I-VP,O
,ill,B-NP,O
,Mother,I-NP,B-PER
,Teresa,I-NP,I-PER
,",",O,O
,the,B-NP,O
,nun,I-NP,O
,to,B-PP,O
,whom,B-NP,O
,she,B-NP,O
,has,B-VP,O
,turned,I-VP,O
,several,B-NP,O
,times,I-NP,O
,for,B-PP,O
,spiritual,B-NP,O
,guidance,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Diana,B-NP,B-PER
,'s,B-NP,O
,office,I-NP,O
,said,B-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,the,B-NP,O
,princess,I-NP,O
,had,B-VP,O
,sent,I-VP,O
,a,B-NP,O
,message,I-NP,O
,to,B-PP,O
,the,B-NP,O
,Nobel,I-NP,B-MISC
,Peace,I-NP,I-MISC
,Prize-winning,I-NP,I-MISC
,missionary,I-NP,O
,as,B-PP,O
,news,B-NP,O
,broke,B-VP,O
,this,B-NP,O
,week,I-NP,O
,of,B-PP,O
,her,B-NP,O
,battle,I-NP,O
,against,B-PP,O
,heart,B-NP,O
,problems,I-NP,O
,and,O,O
,malaria,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,A,B-NP,O
,spokeswoman,I-NP,O
,declined,B-VP,O
,to,I-VP,O
,release,I-VP,O
,details,B-NP,O
,of,B-PP,O
,the,B-NP,O
,message,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Diana,B-NP,B-PER
,first,B-ADVP,O
,met,B-VP,O
,the,B-NP,O
,Albanian-born,I-NP,B-MISC
,missionary,I-NP,O
,in,B-PP,O
,Rome,B-NP,B-LOC
,in,B-PP,O
,1992,B-NP,O
,.,B-NP,O
,.,.,0
,"
",B-NP,O
,She,B-NP,O
,said,B-VP,O
,afterwards,B-ADVP,O
,that,B-SBAR,O
,the,B-NP,O
,meeting,I-NP,O
,had,B-VP,O
,fulfilled,I-VP,O
,her,B-NP,O
,"""",O,O
,dearest,B-NP,O
,wish,I-NP,O
,"""",O,O
,and,O,O
,the,B-NP,O
,two,I-NP,O
,women,I-NP,O
,have,B-VP,O
,met,I-VP,O
,several,B-NP,O
,times,I-NP,O
,since,B-ADVP,O
,.,B-ADVP,O
,.,.,0
,"
",B-ADVP,O
,The,B-NP,O
,princess,I-NP,O
,",",O,O
,who,B-NP,O
,has,B-VP,O
,carved,I-VP,O
,out,B-PRT,O
,a,B-NP,O
,major,I-NP,O
,role,I-NP,O
,for,B-PP,O
,herself,B-NP,O
,as,B-PP,O
,a,B-NP,O
,helper,I-NP,O
,of,B-PP,O
,the,B-NP,O
,sick,I-NP,O
,and,I-NP,O
,needy,I-NP,O
,",",O,O
,is,B-VP,O
,said,I-VP,O
,to,I-VP,O
,have,I-VP,O
,turned,I-VP,O
,to,B-PP,O
,Mother,B-NP,B-PER
,Teresa,I-NP,I-PER
,for,B-PP,O
,guidance,B-NP,O
,as,B-PP,O
,her,B-NP,O
,marriage,I-NP,O
,crumbled,B-VP,O
,to,B-PP,O
,heir,B-NP,O
,to,B-PP,O
,the,B-NP,O
,British,I-NP,B-MISC
,throne,I-NP,O
,Prince,I-NP,B-PER
,Charles,I-NP,I-PER
,.,I-NP,I-PER
,.,.,0
,"
",I-NP,I-PER
,The,B-NP,O
,85-year-old,I-NP,O
,nun,I-NP,O
,said,B-VP,O
,in,B-PP,O
,the,B-NP,O
,past,I-NP,O
,that,B-SBAR,O
,she,B-NP,O
,was,B-VP,O
,praying,I-VP,O
,for,B-PP,O
,the,B-NP,O
,couple,I-NP,O
,",",O,O
,whose,B-NP,O
,divorce,I-NP,O
,is,B-VP,O
,expected,I-VP,O
,to,I-VP,O
,become,I-VP,O
,final,B-NP,O
,next,I-NP,O
,week,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,Doctors,B-NP,O
,caring,B-VP,O
,for,B-PP,O
,Mother,B-NP,B-PER
,Teresa,I-NP,I-PER
,in,B-PP,O
,a,B-NP,O
,Calcutta,I-NP,B-LOC
,hospital,I-NP,O
,said,B-VP,O
,on,B-PP,O
,Saturday,B-NP,O
,that,B-SBAR,O
,her,B-NP,O
,fever,I-NP,O
,had,B-VP,O
,fallen,I-VP,O
,and,O,O
,her,B-NP,O
,malaria,I-NP,O
,was,B-VP,O
,under,B-PP,O
,control,B-NP,O
,but,O,O
,she,B-NP,O
,remained,B-VP,O
,on,B-PP,O
,a,B-NP,O
,respirator,I-NP,O
,in,B-PP,O
,intensive,B-NP,O
,care,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,"
",-X-,O
,CRICKET,B-NP,O
Sentence :2035,-,B-NP,O
,PAKISTAN,B-NP,B-LOC
,339-4,I-NP,O
,V,I-NP,O
,ENGLAND,I-NP,B-LOC
Sentence :2035,-,I-NP,B-LOC
,close,B-VP,O
,.,B-VP,O
,.,.,0
,"
",B-VP,O
,Saeed,B-NP,B-PER
,Anwar,I-NP,I-PER
,c,O,O
,Croft,B-NP,B-PER
,b,O,O
,Cork,B-NP,B-PER
,176,I-NP,O
,"
",I-NP,O
,Aamir,B-NP,B-PER
,Sohail,I-NP,I-PER
,c,O,O
,Cork,B-NP,B-PER
,b,O,O
,Croft,B-NP,B-PER
,46,I-NP,O
,"
",I-NP,O
,Ijaz,B-NP,B-PER
,Ahmed,I-NP,I-PER
,c,O,O
,Stewart,B-NP,B-PER
,b,O,O
,Mullally,B-NP,B-PER
,61,I-NP,O
,"
",I-NP,O
,Inzamam-ul-Haq,B-NP,B-PER
,c,O,O
,Hussain,B-NP,B-PER
,b,O,O
,Mullally,B-NP,B-PER
,35,I-NP,O
,"
",I-NP,O
,Salim,B-NP,B-PER
,Malik,I-NP,I-PER
,not,O,O
,out,B-PP,O
,2,B-NP,O
,"
",B-NP,O
,Asif,B-NP,B-PER
,Mujtaba,I-NP,I-PER
,not,O,O
,out,B-PP,O
,1,B-NP,O
,"
",B-NP,O
,Extras,B-NP,O
,18,B-NP,O
,"
",B-NP,O
,Fall,B-NP,O
,of,B-PP,O
,wicket,B-NP,O
Sentence :2036,-,B-NP,O
,1-106,B-NP,O
,2-239,I-NP,O
,3-334,I-NP,O
,4-334,I-NP,O
,"
",I-NP,O
,To,B-VP,O
,bat,I-VP,O
Sentence :2036,-,I-VP,O
,Wasim,B-NP,B-PER
,Akram,I-NP,I-PER
,",",O,O
,Moin,B-NP,B-PER
,Khan,I-NP,I-PER
,",",O,O
,Mushtaq,B-NP,B-PER
,Ahmed,I-NP,I-PER
,",",O,O
,Waqar,B-NP,B-PER
,Younis,I-NP,I-PER
,",",O,O
,Mohammad,B-NP,B-PER
,Akam,I-NP,I-PER
,"
",I-NP,I-PER
,England,B-NP,B-LOC
,326,I-NP,O
,all,B-NP,O
,out,B-PP,O
,"
",B-PP,O
,"
",-X-,O
,Soccer,B-NP,O
Sentence :2036,-,B-NP,O
,Nijmeh,B-NP,B-ORG
,beat,B-VP,O
,Nasr,B-NP,B-ORG
,1-0,I-NP,O
,.,I-NP,O
,.,.,0
,"
",I-NP,O
,TRIPOLI,B-NP,B-LOC
,",",O,O
,Lebanon,B-NP,B-LOC
,1996-08-24,I-NP,O
,"
",I-NP,O
,Nijmeh,B-NP,B-ORG
,of,B-PP,O
,Lebanon,B-NP,B-LOC
,beat,B-VP,O
,Nasr,B-NP,B-ORG
,of,B-PP,O
,Saudi,B-NP,B-LOC
,Arabia,I-NP,I-LOC
,1-0,I-NP,O
,(,O,O
,halftime,B-NP,O
,1-0,I-NP,O
,),O,O
,in,B-PP,O
,their,B-NP,O
,Asian,I-NP,B-MISC
,club,I-NP,O
,championship,I-NP,O
